list length,power,shrink factor,average time (s)
2000,0.6988806958273037,1.3040979324294488,0.016745775938034058
499,0.8809737314554517,1.1809451350156972,0.00350538969039917
982,0.8093402502008755,1.3107277334196996,0.006351366043090821
1061,0.5186535942506751,1.448265397677933,0.007660700082778931
1206,0.15364769220387975,1.141873063564473,0.04530705451965332
860,0.5206778254984814,1.29404077019718,0.007307678461074829
1492,0.9042608253972966,1.1958838768647504,0.012837274074554443
1270,0.9565818828818886,1.484955821006214,0.025746767520904542
1153,0.14029811210074747,1.154113871067831,0.04323917150497437
189,0.9874545174829072,1.0206890364306689,0.002873903512954712
808,0.8063308695997421,1.052294065576791,0.016239973306655883
1279,0.16365798906431755,1.0698472955277458,0.07442156910896301
255,0.47010823123416634,1.4000709695523528,0.0012850165367126465
460,0.4720564056274773,1.4214694907116172,0.0028782975673675537
189,0.5957090469592887,1.278308864243494,0.0009303390979766846
347,0.6470480935549288,1.251865388884981,0.0021905267238616945
619,0.8249171865202751,1.1077926785735668,0.006806304454803467
721,0.3459378079254789,1.1292589941159086,0.013752849102020263
1177,0.7375786226080703,1.0540386393990397,0.027570728063583374
726,0.18930090608296174,1.1998867613100868,0.0158466637134552
672,0.19594905230020493,1.217620692657941,0.013378597497940063
688,0.9908283854835335,1.3181902951700994,0.003835521936416626
1815,0.41553751221768387,1.3789277190899925,0.01918727993965149
1561,0.4270728282798403,1.0462772279379418,0.06767607569694518
1150,0.25630342134710044,1.4857771901345747,0.013538250923156738
1816,1.0619950240837301,1.1413909305668113,0.017753446102142335
1799,1.0426918452129381,1.482824313071345,0.09340005874633789
430,0.635620180639342,1.3073054617803337,0.0025819802284240724
189,0.4531002776195109,1.230457560296054,0.0012669169902801514
1782,0.2970230531126477,1.1079136242066445,0.05638295650482178
108,0.7684031963384097,1.385339077060702,0.00036798834800720213
668,0.7211103526642291,1.1036485119893167,0.008507066965103149
361,0.727838761111073,1.0075150582760282,0.009244011640548706
1446,0.4582915429753265,1.1867040293410396,0.02069194197654724
1960,0.980849079127305,1.4684836096896103,0.06137317538261414
288,0.4793870851440901,1.4357450556243045,0.0015145981311798097
264,0.8464579080084557,1.3951249704298718,0.0010567784309387207
769,0.902978504722509,1.1556218736405408,0.0067347359657287595
316,0.22085622424373091,1.4271021106363448,0.002808464765548706
205,0.16200982413917525,1.1294486648036233,0.003349984884262085
237,0.2999809858771101,1.210585248092702,0.002348775863647461
1601,0.7152820587596728,1.24433192801883,0.016031639575958254
1516,1.0644388506996225,1.2994724684767103,0.010090053081512451
124,0.8349404689217382,1.3924686505109591,0.0004197168350219727
1473,1.1170193571503348,1.4887068230086498,0.08823558211326599
976,0.5176415173915755,1.0157378856297492,0.06458855032920838
567,0.1557324950462285,1.2729293489939655,0.010989415645599365
955,1.195975840165155,1.0867227557299202,0.010356614589691162
704,0.4700809114101885,1.2918238274675176,0.0062652528285980225
1630,0.334954213743155,1.0155378843882983,0.17155940294265748
359,0.2059533018532576,1.1247055638711556,0.007454776763916015
862,0.22970379776293634,1.4774651076891372,0.009684497117996215
1791,0.9189610078366335,1.358760580919379,0.012927603721618653
1758,0.9695511567429052,1.4695929136516488,0.04040984272956848
1051,0.27543033402054595,1.1227046764279502,0.02789121150970459
349,1.005996839868299,1.339603705946974,0.0016764366626739501
1229,0.20348452444345855,1.3772512899220777,0.019528865814208984
1949,0.4703544046418545,1.2254749118823107,0.02629952907562256
1760,0.8268638594692054,1.1136237101402533,0.024846396446228027
297,0.9707717534553767,1.4099952794242596,0.001459524631500244
1602,0.8779709140547569,1.1170162673627175,0.02064563274383545
226,0.1797481012919736,1.0665521105031286,0.0044033539295196536
1993,0.10053073365944351,1.3059124762159624,0.07063673138618469
1815,0.10698887267251234,1.4595411498259327,0.04757811069488525
1915,0.45283251658177903,1.3108775945447952,0.02083768606185913
130,1.0942595540634454,1.3943660176691985,0.0005075490474700928
450,0.7909927286826052,1.435357113155396,0.0022677850723266603
1287,0.9482728066547151,1.2493679103043172,0.009231301546096802
537,0.1829968445871667,1.3944876458754372,0.006975293159484863
452,0.192287981387331,1.4018832209574592,0.00527746319770813
1563,0.3732464183745122,1.1677720188206369,0.029495038986206056
1290,1.114652636251348,1.36723480756394,0.016146931648254394
349,0.8057584539803688,1.4186891243717459,0.0015655100345611573
1757,0.1988204848080226,1.0171896289013223,0.23081783771514894
942,0.4069460332347552,1.334508967732369,0.009101547002792358
754,1.095449901572915,1.4670632702002833,0.018433653116226197
1272,0.764052883550508,1.3560394036821468,0.008700413703918457
1324,0.5961856560015502,1.4608038567490298,0.009243254661560058
1496,0.8631748801211265,1.3561805714692752,0.00972483992576599
1592,0.9710214051633242,1.4323787258134908,0.02229417085647583
1206,0.5858046420464295,1.1732800336772318,0.014350570440292358
275,0.7882446556143462,1.461464115154841,0.0011865270137786865
1664,0.5782685180845476,1.4304214673877493,0.012523678541183471
1331,0.7578665374803195,1.1457799647424787,0.015296977758407593
1715,0.2084647035301516,1.268731243348302,0.03663061261177063
148,0.7297077329807856,1.0096372136941423,0.0007758533954620361
425,0.4075431752590186,1.4840919734831157,0.00259455680847168
1497,0.5220385869287261,1.2545901532407409,0.015738825798034668
710,0.540455843294786,1.2410944565058588,0.00624309778213501
1213,1.0439395466249874,1.2957463450883406,0.00803621530532837
1486,0.14424309869539814,1.1011283899511686,0.07742385864257813
1012,0.9171507647891363,1.0027437667001302,0.09974338173866272
526,0.5922405155276252,1.084186248134989,0.008047691583633422
467,0.4314440420886875,1.0539575070087792,0.01123866081237793
1713,1.0420399077219447,1.1717595972863792,0.014887176752090454
1040,0.6626169535222701,1.2674818195606519,0.008194693326950074
421,0.42932890571238636,1.0490265055893722,0.010262985229492188
1618,0.10099040620669185,1.0348352925076676,0.20744157671928407
1609,0.832180573123773,1.2619260901086502,0.012427068948745727
1378,0.6704832533893487,1.2611966378672974,0.013315556049346923
244,0.8074301051592822,1.2794031876064416,0.0013671088218688964
442,0.5941909438844527,1.1194461831264484,0.005294866561889648
157,0.941522529026012,1.4376869664792002,0.0006268167495727539
1591,0.6400358129856668,1.0355579634608563,0.0613084328174591
1178,0.8857368503176225,1.0365949714165352,0.03168928146362305
650,0.5995310770968681,1.259161019983366,0.004950264692306519
563,0.15872963945956203,1.2472213846869447,0.011122349500656128
1176,0.5132434835547601,1.262981300153755,0.011489863395690919
551,0.7286572439984516,1.255988807490242,0.0035892009735107424
1506,0.3077584385099106,1.0682482171353784,0.06020223379135132
575,0.8106187482965543,1.3874217492674994,0.003178884983062744
100,0.9757636508445094,1.0868720924868158,0.0006248605251312256
959,1.1789320577947588,1.4840025989314676,0.043679609298706054
1362,0.3909738889197357,1.4898422503922146,0.01151637315750122
358,1.0312584672633804,1.2369113209660645,0.0017890465259552003
1176,0.2585592801883221,1.176067365254477,0.026104021072387695
193,0.44210724088571174,1.21663514586155,0.0013905203342437745
1179,0.9026872428816612,1.471568087009118,0.013894122838974
1091,0.966877148947931,1.4799018668904702,0.022103965282440186
1851,0.22694930086041215,1.4081794726708978,0.028214269876480104
447,0.35791300974119067,1.3087428561904537,0.0038485431671142576
813,0.13081067177339478,1.2592433055634475,0.020037437677383422
987,0.7052649796872849,1.2364547457582442,0.008068604469299316
634,0.7420696941211059,1.4465233766171908,0.003547978401184082
403,0.4015172056687696,1.3356335318628498,0.003071713447570801
1843,0.28533046970154796,1.236185576753229,0.03405037403106689
926,0.5398053919715549,1.405471625277053,0.006592230796813965
969,1.0538197934840452,1.1678176601125096,0.007451425790786743
1260,0.6576534095050398,1.1182898877547542,0.01827729821205139
1477,0.9962793206623608,1.041491751753901,0.03532952547073364
1662,0.7039854187855821,1.1325982478394128,0.022510048151016235
923,0.9963892655228941,1.3978694712017745,0.006627205610275268
470,0.6045388304825778,1.2453372588013287,0.003478964567184448
615,1.0286425486782405,1.3774366512861205,0.0039060485363006593
687,0.5686439749225093,1.4875473732930842,0.004127267599105835
1725,0.9175073016094745,1.0781783911752492,0.028274590969085692
1716,0.9955110241955373,1.345090519007225,0.011795755624771118
1439,0.35529474460894006,1.082486798770821,0.04522087574005127
1853,0.9382160763446538,1.2899061725997365,0.013342914581298828
1626,0.20600286513901073,1.403341485820416,0.025836179256439207
966,0.8161525389860469,1.266349542174636,0.006751277446746826
981,0.7923479034324815,1.3922577242313534,0.006508828401565552
1010,0.1609741665143625,1.0217806206299693,0.09408754229545593
1072,0.6800070156202463,1.314970478973155,0.007706706523895264
1782,0.21599665610324437,1.4424640071550265,0.02627405881881714
935,0.6704228550158637,1.1320180533054325,0.011467362642288209
1590,0.29839377716109927,1.1686957157113405,0.03582494854927063
886,0.16773925303923864,1.3876076219360305,0.014641950130462647
1076,0.8849280359119506,1.2975524746175944,0.007045668363571167
1849,0.1946524105431192,1.3751376620294729,0.03578589558601379
1166,0.7497283376344035,1.2254971627000213,0.009970277547836304
691,0.40572129325231887,1.30788347731007,0.0066776001453399654
1517,0.6754589120496897,1.3911690990215455,0.01108114719390869
960,0.9814011894575636,1.4474579540046633,0.013133069276809692
277,0.6247545382680249,1.2127145309348437,0.0017654263973236083
1035,0.3030056655106931,1.3808362899094233,0.01194271445274353
1861,1.1727840603666275,1.3252511961662923,0.02082201838493347
556,0.28708446146813704,1.4303827936629714,0.005257192850112915
687,0.1308704079410295,1.4819091379849585,0.011342144012451172
1307,0.8081349921713752,1.2014880199272016,0.011891326904296874
370,1.110779942593666,1.322101643358858,0.0019834935665130615
455,0.760600380016129,1.2212066243897484,0.003011833429336548
1202,0.5152440517502974,1.4603001460061007,0.009063317775726318
973,0.3506223083233163,1.1993234498511531,0.01530722737312317
1149,1.1732258977722017,1.30934105708458,0.00911107063293457
1655,0.3709051686552942,1.134279483052328,0.03771826386451721
134,0.44085957635625483,1.1790835800487205,0.0009590518474578857
1780,0.9728168467761065,1.4926858457552945,0.06626883625984192
999,0.4368014269205919,1.2257434870474513,0.012315859794616699
213,0.4178852695364518,1.4914675489274987,0.0010513973236083985
124,1.1108841037161368,1.3652042861553833,0.0004904484748840332
1945,0.8520887577842099,1.1155627595109332,0.026542818546295165
921,0.5668440618218952,1.2087618447903812,0.009673544168472291
1163,0.5484426908132666,1.319721693520649,0.009911237955093384
1318,0.6710935470829013,1.0556731900644232,0.03482362747192383
984,0.8439644665275906,1.2901065562125615,0.006608444452285767
639,0.8502630838464139,1.1111193390917062,0.007071661949157715
1404,0.9494879984509231,1.4240843508943013,0.014717016220092773
1362,0.5152172950533036,1.1620793735003583,0.020092800855636597
970,0.11893334109726411,1.4445350348400225,0.0201872193813324
464,0.7598003272992789,1.4337416362049205,0.0023198199272155763
465,0.4210373929134821,1.098185123897309,0.00809399962425232
749,0.7997679512271203,1.2929614047958204,0.004943699836730957
989,1.1681414546710616,1.1552663320509415,0.007775543928146362
888,0.6332120216100724,1.3593007068515512,0.006127456426620484
750,0.7270777622718766,1.3123563429890357,0.00497603178024292
129,0.6020305645096402,1.141886965823586,0.000867776870727539
894,0.7809900621167623,1.1054717042730615,0.011693823337554931
392,0.5450438804867319,1.3004364200371348,0.0026031577587127684
1373,0.6070279018722368,1.4843749210214303,0.009675805568695068
646,0.46741590471973804,1.3175399202876996,0.005301456451416015
1556,0.5402063281707871,1.1078915318517442,0.03089870572090149
818,1.0439057726226517,1.4932234145504597,0.020966662168502806
1122,0.4121282038902234,1.0176208200395516,0.08573231339454651
1582,0.25722940310230547,1.3007807223779966,0.02655213713645935
455,0.12589302130656857,1.1835845425690756,0.011440311670303344
679,1.0330867174260896,1.3469427975987185,0.004375358819961548
1474,0.6608219174052065,1.2299414929710952,0.016469616889953614
1896,0.6772085908614638,1.140366886912956,0.027409369945526122
959,0.9195457461225778,1.198558939661115,0.007585071325302124
807,0.16711393789423404,1.2199188397371108,0.0202279531955719
367,1.1038672685226225,1.19981506748031,0.002371596097946167
1581,1.018243921559321,1.457242226449498,0.04526153445243836
517,1.1889983000506361,1.0940582538107397,0.004568653106689453
1663,0.21489815900994413,1.1600792318704995,0.051823697090148925
1167,1.1857474778357495,1.1042588868065049,0.012441104650497437
1474,0.4297885142272394,1.3750445815851067,0.01507728099822998
1165,0.44412230200053937,1.1274284344643095,0.022613534927368163
1954,0.1042926555938753,1.1852197879970263,0.09860784649848937
114,1.1174636622927832,1.2743729346983854,0.0003877902030944824
1078,0.4658143301339692,1.3040841504192122,0.010594302415847778
302,1.1021528544405315,1.2983541067659674,0.0013891160488128662
637,0.2567839269960206,1.4058780396641393,0.006902153491973877
1426,0.9985926361954202,1.4657925697517111,0.03645758271217346
556,0.6245153749755357,1.1074924452102557,0.007298183441162109
1736,0.41907438098258953,1.2976124087972636,0.020777955055236816
1296,0.8637546449174628,1.2922512444587184,0.009698808193206787
1928,0.5293227196110876,1.1204256987432533,0.03787907481193543
1434,1.0320036813292386,1.237333546099013,0.010230119228363038
1017,0.96385349210204,1.400151535739821,0.007587003707885742
1424,0.7730426404017998,1.2996322908746536,0.010434062480926513
1455,0.1777177244819403,1.4801189760299582,0.022682600021362305
404,0.12413262833753747,1.3532109623518944,0.006799412965774536
1091,0.7580190902789394,1.1174714336987492,0.014419734477996826
1121,0.6741358014186716,1.3853800928924906,0.007928766012191772
1888,0.4419805808668339,1.319459981835823,0.02215218424797058
1701,0.8831146876081158,1.3381429993366993,0.012338043451309203
785,1.1059785027625424,1.490097523224672,0.023754512071609498
1889,0.694325472451606,1.367373377284717,0.016019676923751832
1681,0.8840821544103624,1.3768181221003406,0.012975032329559327
1741,0.397633101076478,1.2813517075655987,0.023068257570266724
921,0.6801159736029009,1.163548823790223,0.010219005346298217
495,0.5206274679813124,1.0004658374844977,0.003331817388534546
495,1.1188564993217658,1.0183139802273373,0.013142284154891968
1219,0.6315390451248524,1.1750887893143407,0.015181833505630493
701,1.1394538520140485,1.2386707425780115,0.0041515851020812984
1771,1.0605925267723204,1.0319905883940592,0.053363128900527954
304,0.4680713399252937,1.416032084556238,0.0016611504554748535
1653,0.5327191849048301,1.183740922326705,0.021823182106018066
1498,0.5035083255241979,1.3255012875790055,0.013799006938934327
806,0.4676772309028516,1.1061222432667552,0.016749098300933837
838,0.35956255994864217,1.0689110410869613,0.025287667512893675
749,1.1626327199342075,1.2633856851314436,0.004253004789352417
344,0.8303023187478891,1.0771558331054907,0.0038127541542053224
1334,0.5836757085271598,1.2454495355017914,0.013412404060363769
1292,1.099905309591083,1.0698664630590824,0.01895559787750244
192,0.3657052612852504,1.2225029655909534,0.0015245664119720459
1364,0.9227082419595344,1.160042547531456,0.013525140285491944
1459,0.15625883835172863,1.0273750340031513,0.16363276958465575
